week_start,bibigo,buldak,chamisul,chum churum,jin ramen,nongshim,pulmuone,samyang,shin ramen,shin ramyun
2025-08-01,5204.0,737741.0,0.0,7.0,2099.0,18791.0,9.0,94415.0,6049.0,12964.0
2025-08-08,1179.0,1250271.0,40.0,7.0,4657.0,21846.0,0.0,224779.0,8562.0,8127.0
2025-08-15,2065.0,290564.0,2.0,0.0,2244.0,18725.0,606.0,86785.0,10643.0,36424.0
2025-08-22,196.0,443349.0,0.0,0.0,1101.0,24705.0,0.0,110881.0,5460.0,37665.0
