week_start,bibigo,buldak,chamisul,chum churum,jin ramen,nongshim,pulmuone,samyang,shin ramen,shin ramyun
2025-08-01,198.0,7469.0,0.0,0.0,127.0,309.0,2.0,3305.0,1031.0,919.0
2025-08-08,30.0,18181.0,3.0,6.0,94.0,388.0,0.0,4173.0,284.0,255.0
2025-08-15,52.0,5708.0,0.0,0.0,51.0,285.0,30.0,2037.0,302.0,1455.0
2025-08-22,14.0,7278.0,0.0,0.0,44.0,920.0,0.0,16497.0,237.0,1061.0
