week_start,bibigo,buldak,chamisul,chum churum,jin ramen,nongshim,pulmuone,samyang,shin ramen,shin ramyun
2025-08-01,27.0,470.0,1.0,2.0,50.0,89.0,3.0,329.0,46.0,87.0
2025-08-08,26.0,326.0,1.0,3.0,43.0,77.0,0.0,268.0,44.0,77.0
2025-08-15,21.0,493.0,1.0,0.0,48.0,68.0,4.0,279.0,46.0,89.0
2025-08-22,26.0,485.0,1.0,0.0,29.0,74.0,0.0,313.0,60.0,92.0
