week_start,week_end,keyword,channel,channel_id,matched_videos,views,likeCount,commentCount,subscribers,channel_video_count,engagement,as_of_details_fetched_utc
2025-08-29,2025-09-04,buldak,Broke Bites,UCrvX-zbRVusvn1pjNjdNPoA,1,5385,61,6,1700,38,67,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Bta_coOk ིྀ ,UCmMLGG1z3ODylbX1etmYTvQ,1,787,15,1,106,60,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Bubble Maan,UCcsLZzhnkE0zup2bOqgc_hg,1,28392,235,4,276,18,239,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Buldak Official,UCr_12XWor63n79-cbWg-N3Q,4,8276,115,11,346000,453,126,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,COMBOBITE,UCm507ppr-tiXf463fmAwNxw,3,29883,1058,30,927,58,1088,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,CWRrecipes,UCTIzNjMgIgTp4B5jDw8Oymw,1,5726,205,16,277,52,221,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cabreranali,UCVLBmLfeIC7AcEosTqOSdqw,3,22,1,0,21,174,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cakefusion77,UCMUfJ4Gx3wiYYERA2AQ7S2w,1,3,0,0,7,2,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Capybara's Life,UCu4lWM2x8YlWj75N6yQvZkw,1,1829,5,2,39,20,7,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Carlisle@Vamp,UCLOWouUoMW0IBFTix2xaZ2g,1,16,3,0,626,1353,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Char,UC75n9JrpB3cOOJUmpUZrX_A,1,224,33,4,391,105,37,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Chase Magnano,UC0S5pa6pEPeW7MVMVO5h_Qw,1,7889,53,4,529,29,57,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cheri's life ,UCghqfucRoDbbaYWt70qsdXw,1,22008,791,4,387,122,795,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Chesca Esguerra ,UCk49zekzMohYgrSJ-elDQNA,1,36708,431,72,64600,13,503,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Chetna,UCeRFabsMLOAZrraC_HcENjA,1,26876,354,6,90,44,360,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Chheang Ogo,UCgBuJ_iI2DYuwNqEokIjrhg,1,105859,2284,123,84100,149,2407,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Chrissy ,UCTQBgvCyTpgx7tUPCM6pHvQ,1,2549,0,1,60,18,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Christine VonRobarie,UCr3a58GMIwG_NP7u0IBsJ1g,1,1188,37,7,494,252,44,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Clash Royale King’s1👑,UCweG7pURiY_D942IbdFMatg,1,856,2,2,63,120,4,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,CommentMukbang,UCxxRTRIJRhRbmjAPSGEV_BQ,1,175,1,0,11,15,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cook with Rizwana,UCqcAVL8KoPVdD0-ZaIJ5CIA,1,2070,26,16,48,10,42,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cooking by Anna & Julia ,UCBtSSoYaQTxyci2HYd1pF6g,1,1619,30,0,11,10,30,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cosmic Insights,UCfhKQMFfeDkX20Ox2oTn5xQ,1,406,3,0,1000,28,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cozy Flavours,UCHk8pZ76YiwG3_ibRlxFUXQ,1,134577,4141,15,8400,293,4156,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Crunching Cultures,UCr-mF8ql7Da7PVEN_-6chQg,1,664,9,1,787,74,10,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Crystal,UCbPbRHtH7xjvg4y2j6m0xMA,1,1310,23,1,152,33,24,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Curlylocks ,UC9ohwtuhVQQgVCL9YsQbRNA,1,25,3,0,34,61,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Cynthia Camargo,UCz2Psfiu6tjhMRHjh6pc-Cg,1,904,11,1,66,163,12,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,DHMISgirly,UCgY1Eh47P12_YcAVBaCIPCA,1,984,4,7,94,87,11,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,DailyLateNightFoods,UCG_ngXuP2cqsTAaq7wARamA,1,1688,11,2,4,3,13,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dandelion,UCmT67hdVkYjLgBClJp9ZTxA,1,2061,17,0,879,185,17,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Davesky Eats,UCKLSV5WD6prGw2Qgq3cTMFQ,1,1355,30,2,144,100,32,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Deil World,UC5Wl9S-esj7Cb3wi4brpJig,1,21553,273,2,7020,83,275,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Delicious Happy Cook,UC_DY-ReQiyrXF_2frtLvKRw,2,10247,58,1,6610,56,59,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,DesiFoodExplorer2025,UCGPOeBWyPmYFWxIxUQtym-A,1,62,10,2,82,36,12,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dew Dyt,UCYgOtrMXnfZxJ6Ci0AyxxIg,1,293,2,0,53,34,2,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dhritishree Rabha,UCxsB1rR-GqcU6Czg6A7bk9w,1,2194,16,0,1030,298,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Donai mukbang,UCFdE6ADh8DqeOThpGhD03qA,1,109625,7206,32,11700,170,7238,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dracul Sounds,UCy1gdGgyKUUxuV7biT4BdsQ,1,8,0,1,45,38,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dremier ,UCSM7hUsYLKyI3Ahh3JS2YUw,1,17946,0,6,4670,136,6,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,DumDum,UCuBUWpWfEa4xTce2weqJsBQ,4,19080,518,9,2230,367,527,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Dumb Cook Diaries,UCjgFSEnvfAiLFRaapmvN23w,2,19533,226,3,2970,173,229,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,DyMeDasy ,UC1XKV9bAuI1whbZXHslIvhw,1,163364,2169,315,4050,80,2484,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Easy K-cooking,UCn5-1yWN2nUwU6N-FruVPSg,1,387,3,0,6,4,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Easy Mini Cooking,UCCaWIOWaZK3a-cTaf8TV1cw,1,13407,1100,243,2420,97,1343,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,EatHeavy,UCXjeFtmFe_re5jBclgtKvCA,1,28,9,0,14,40,9,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Eddy and more ,UCsV5prbDbTFk4_YD-iFuCkA,1,1297,10,0,282,119,10,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Elenia's World,UC4a6iogMXblqtUL42Inny9Q,1,42,0,0,72,561,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Elliebelly,UC2aZJ9BtqJYXbpDtQ5kd3dw,1,33134,1775,2,284,48,1777,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Emmanuel Emmanuel 2005,UCrshattI3lqfVKku85uvoWA,1,273,6,1,2480,593,7,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Erti Official_555,UCQmwtepwGWYj_pukm2hVBsw,1,1189,18,0,307,121,18,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Everything Era,UC-zf2De3eiaWO3IKBzE9r4A,2,4551,15,10,141,19,25,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Ez Sushi,UCjvfKnbhOA7H0eIfr5Au9VQ,1,12372,238,5,9020,161,243,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,FOOD CRAVINGS OFFICIAL,UCML6fhVlFrous3AOeM8VPyQ,1,87558,1473,65,13600,201,1538,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,FOOD RILEX,UCSZXxClie7weDj-uxpr9GHg,1,35634,571,2,143000,117,573,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Fiin4,UCM2tUhrxtDzPIK8TW8dz2lA,1,45,2,0,75,59,2,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Food DNA,UC1rdYqBQpQB5EC9MhAaTkUg,2,30535,185,1,9540,1921,186,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Food Pixel,UCd27_Qn9UfHK-X296YjL4kQ,1,1956,18,2,250,83,20,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Food Wishes Bangla,UCrLQscBJULtaJcmGUDPz7dw,2,2107,27,12,878,500,39,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Food chronicles,UC-0VOIIUa97QdAAXDi7UrTg,1,1754,29,2,48,46,31,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,FoodPorn,UC2_NmycumXJ7fP78eG-Is7A,1,32544,0,8,310,95,8,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Foodie Arjun,UCHJui7yXLXWgMtyVQ4gSaMA,1,1329,0,16,1070,48,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Foodie Gurungseni Vlog,UClIJkhOUPvIp2Hl0thmOvNw,1,1898,36,7,2690,945,43,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Foodie Joodie 🍜🍱,UCAfqrl-r4AFJWg3gNRNDWuw,1,5688,65,10,76,33,75,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,FoodiePiggy,UC29I-hWJ0sQv-AQs9OorbtQ,1,1488,13,0,778,66,13,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Friday Crew,UCJvNA8uqgOnIj6O28LPRyww,1,482,3,0,4,11,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Fun With Zoya,UCfCLTSH4-5AkbC5lacinISA,1,1907,12,1,2070,658,13,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,GONGSAM TABLE 이공삼,UC2B5onlYkZ7IaVekR9yIB6w,1,2723160,27922,727,14700000,1174,28649,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,GeeGee,UCQcjJAa7ixKq5IHZvj6W9IQ,1,1385,20,0,3,4,20,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Ginny,UChF8vlkoqYZ3Z5LQ6SDl06w,1,2322,30,8,13900,1583,38,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Giorgio,UC04mQkay68Y8uPLhsipqsfQ,1,36058,0,8,689,58,8,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Gokeekeego & GOGOtv,UCBBJDMHckWwx_juq6eODkVA,1,31162,881,246,795000,3090,1127,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Goky Eats,UCa4nMHWVUirT5JcBvLC8i4A,1,22598,433,0,520,59,433,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Guess What? 🤔😂,UCn4YTc6458redHs6PkV5HAQ,1,188,3,0,41,18,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,HONG SOUND,UCBIoXzDldCnpbM_7uyG0_Tg,1,79536,1268,62,1850000,1685,1330,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hafsa's flavourful fusion ,UC9ImaK7jE4_6tAmnVeOjHuw,1,1128,12,0,117,26,12,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hailey Kim,UCHprAdWU4e5MWEZEUlfjxOg,1,295781,6210,122,36900,72,6332,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Haniafatima💕,UChKR0Op8DiT2V7FGZC0ZLyg,1,4485,65,5,186,113,70,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hanilez Here,UCzbshspHd7F8ZYLECU07l8A,1,3954,32,0,51800,465,32,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Harmony Flores,UCUt40GunfGw8eknYMxz9vPw,1,11,0,0,49,201,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hasby Hananda,UC9sSbqcORZmqkfu5ckiwLzw,1,1126,11,1,168,33,12,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Heart Morales,UCDK-rlgHuV5dPWi8aaqwypQ,1,3117,33,1,2500,159,34,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Herman at Home | Food Content Creator,UCb2d4P3RnVXoQCIxfi33LZQ,1,29363,876,2,4580,192,878,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hieuasmr ,UCcfMM28fZc7_wxgVktTrzEA,1,95557,445,1,20200,603,446,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hivella Channel,UC3nneMPe8aU9SzDmrjCOQIA,1,1751,18,0,69,34,18,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Honey Bison 🐝🦬,UC8sC8rFjhDd43MZxmQ4iDNw,1,47174,2482,730,28000,115,3212,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Hungry Hubs,UCqlE_QzOH2yM3DzgT115dgw,2,9,2,0,1,11,2,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Im_quitting,UCwevCcAO-jNJOjDCVZKiZBQ,1,429,0,2,116,464,2,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Indi’s Kitchen Atbp.,UCKGYao0vLFyAXc9XfAix0nQ,1,793,3,0,1650,1094,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Isha & Inspi ,UCgR3idRqEN49JHscuj-aYbQ,1,671,13,0,83,95,13,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Itsyaboymainaofficial,UCVKSWQv6dP-vjEUEeg0DzZA,1,4011,478,20,42000,631,498,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,It’z skz stan,UCy67zqREDfrgPr9qMm_bgNQ,1,714,8,0,49,24,8,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,JWW “Joshita’s Wonderful World”,UCLUW08NxwW4EIfjkjBXxFfg,1,1611,12,9,202,286,21,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,JarekaRL,UCiO87CS-GCIijmp9wBS40oQ,1,17,0,0,15,14,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jasminemkjy,UCbSvKNSHaFM_DZqOJiI3ydg,1,1866,28,0,17,15,28,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jay Shepherd,UCXQbIwGfimPk6OfrEZeT91w,1,733,4,0,23,218,4,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jeck Design,UCJ89ZUNf42JCdf_yoCZQw4A,1,112772,1076,54,216000,593,1130,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jenkins Davis,UCL69sCf4gFn88xeAXuvvfhA,2,3284,28,0,104,304,28,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jess,UCPv6vM5td8ngirif2D3g1rg,2,12716,402,11,1040,106,413,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jessica,UChYlpotJR9k3KoG99Fy4xWg,1,1272,0,16,225,1064,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jett's Food Trip,UCeIe_Dk7KebdfogstS9JTyg,1,1230,12,0,108000,333,12,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jeyang Cooks,UCtyQPmyLd-yJb2m91ui4idA,1,1825,21,4,38,29,25,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jobcisco,UCj3g87UZr6Km5qQ0MmekzMA,1,422,2,0,56,38,2,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Jonecks,UCM0SusM5NWtjxRder7QKHQg,1,1768,12,4,1310,300,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Joshua Davis,UC0h4d-QC7dMd4TASU4Z7G6g,1,1356,13,1,49,341,14,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Journey of quokka,UCfFfMU5JLqitc4OCycDg1Bw,1,4311,35,1,32,24,36,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,K-Curiosity,UCeOnmkraQzeh7Y7u63rcodQ,1,4755,35,0,28,11,35,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,K-Foodie 크푸디,UCPQWwA1uz7OFyah4a_voy4w,1,29225,761,4,481,35,765,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,KOREAN with Jamilat,UCdkqj3-jO_hf0PSQdH7wz_Q,1,11,0,1,18,53,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,KaBomba Vlog,UCmVQxfigau6BcMX3btviFFA,1,596,14,0,498,81,14,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kaur,UCncd5OYXqiqzS3mRkSM0tXg,1,3353,32,0,869,23,32,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,KeiaThePlug,UCqkzIm9atRTlwLGlFYQ8Xpg,1,20674,1033,9,401,26,1042,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kelly Cruz,UCXj-svqlg8YMCK1J-RbP58A,1,146185,0,220,1090000,200,220,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Keluarga Bapak Suhandi,UCl5pEFGR56RIhdsSBmSfJGQ,1,40895,298,0,1350,19,298,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kevin E. Davis: Etch A Sketch Artist,UC7vdFFuTD4KMbySzfZYABZA,1,1209,9,0,1360,964,9,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,KhushLife ,UC56oE9BKiNr2sw-cavMMHYA,1,1041,0,0,2570,126,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Khutso Moseamedi,UCYdpLmFG7VYGpFxrUQ8ESlA,2,3253,42,2,690,203,44,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kim&Liz ASMR,UCZ8MqcJVNNq6d1KARqqI19g,2,461036,11221,154,8150000,2791,11375,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kim&Liz Too,UCV_bAXpZqUzZ6SYfOUfwe9w,1,3164812,74257,805,4050000,1113,75062,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kokottur,UCKQgK9Q9g5B7T-ocbZmLKAg,2,4448,61,7,2330,248,68,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Korean Dad's Meal,UC9a95EfPkxq38gU_sHva27A,1,388,1,0,7540,105,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Korean Dean’s Days,UCA_FGHjR-nzevU4DljH1wmQ,1,21998,882,13,1360,87,895,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Korean Fast Fix,UCpGlOX5LXurY4EtqgUw_8Vg,1,23408,791,38,30700,33,829,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,KrazyScrolls,UCLiC5a3MUxWcKAa6rsvZQEA,1,9332,150,6,7340,152,156,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kristen Trahan,UCvZvsAw7liYS44pHst5Sg-g,1,18502,118,2,27,58,120,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Kyoon,UCNBxE8QjGlwI6LGkKicqpaw,1,8777,175,7,57,10,182,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,LIAZ VLOG ,UC1QPJ7LiXvax1R8iotAC5Pw,1,5374,0,0,552,1290,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Last Dining,UCKyt0JjgwO5FROenLTp9noQ,1,2812,15,2,348,68,17,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,LateStoriesTime,UCYfXajO0MvrsFFL6peZzd8Q,1,1,0,0,0,1,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Life,UC4ecsZo51ivzdC-BSsRMsNw,1,1568,7,0,10,13,7,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,LifeWithTremia,UCVuJV4cPKeopk6Zm7m4filQ,1,2615,40,2,1510,745,42,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Lilah Eats,UCTH3J31YY7tYU4eU9sLXeYA,1,159909,5903,38,15000,204,5941,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Linslillife,UCBD7maTGzdgjZ5l7305Mzyw,1,9936,579,15,808,87,594,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Living with Zainab ,UCNcE7_5hkretlcZWGm63DjQ,1,1835,19,0,1260,82,19,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Lucky & Manya,UCRFXi_Cpye9cnxzpaVzrb1w,1,941,5,2,256,330,7,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Luis Mladosich,UC58yes2jX5uLS8RlGBs2mOw,1,1912,16,0,1720,360,16,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Lupita Villavicencio,UCMyLgnZM2ODPSKUBFHiOvHw,1,1393,0,0,8320,417,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,MUKy ASMR ,UCx6OQSKrXUWr2-rKeFQl2Tg,2,93162,1948,8,8900,143,1956,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,MZA Eats,UCqJP9WuAnec-9MwtUZ5-dgQ,1,8,1,0,13,12,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mafiatrang,UCfuJWgAWy92XOUd-GquGDCw,1,15357,189,0,28200,389,189,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mahnoor Lifestyle ,UCvieYS9tnTBbSdsqF2Zjl3w,1,30386,1571,13,3330,378,1584,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mansi varshney ,UCDV2ExLHE2IErCAyu85lxZQ,1,5,0,0,50,329,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mariam maroof,UCWBl585M6O8HhcnIiszzQKA,1,7789,0,1,58,22,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mashaa ♡,UCDCauGs8QgUoTpvqpOv-S8A,1,1255,15,0,8,18,15,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Massachusetts Mommy,UCaz7LP7EDhwcK_vj6xgPsxg,1,1136,13,0,401,1034,13,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mel,UCOUEnenMPyzCpjOUe0btrsw,1,1075,23,7,1300,311,30,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Melanie Ann,UCRcOqA43_DZp_L3sQQIsRoA,1,3479,33,8,11800,125,41,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Melanie Medina,UCi0yCrmblAowWmbWg3yj5AA,1,11,0,0,17,1,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Meltem Sezgin,UCwGny2l0YI4SKMHDe_ayJ3A,4,236,13,14,100,152,27,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mia ,UCKRsJuivpZ_XiB_5dubmtgw,1,29985,697,15,1680,41,712,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Milo,UCXmLKVMgde47QzYCyQ59jng,1,13,3,0,5,6,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Minal's Unique WoRLd,UCJ1N0L-Cfn2JlYijHC-SicA,2,34969,434,14,413,101,448,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mini 🍀,UC-eOSyGhj18BmrU97eAXghw,1,7202,72,3,45,18,75,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mitty,UC3t7SkDYKn_Vvz0ICfB0iNA,1,8,2,1,36,111,3,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mmm ASMR,UCzYWBnQeDO3-93_dw7o_bSw,1,14263,289,37,84200,746,326,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,MoNi,UCXx55VxhYgDcjy3MKdztfCQ,1,1625,8,1,205,301,9,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mohammad Affan,UCwgiDDCYGy4RVK4qijWRaZg,1,2077,39,2,20,7,41,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mohammad Jamil,UCtQcDhg6jsaMP8O0KIuOeYw,1,1335,29,0,922,400,29,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Molly Burton,UCqzVlUBY7lQf1mjIhcu2MxQ,1,4,1,0,6,82,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Momchi,UCE4sY4e-iHZe0CrZtUgIRKw,1,3345,32,4,463,220,36,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Monkey D,UCH6PdSagkWr9hZYIg-QipeQ,1,62,8,1,17,45,9,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Moonatic Moon,UCvxvOCEiYz2fG7cQ0TPpC8Q,1,925,11,3,61,53,14,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mrs. R3source,UCxnif0UATcSvjCy3YXRSSLA,1,3311,28,0,251,191,28,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Muckbang,UCJqvrfUzPgXTbom7cHmbbXQ,1,2,1,0,10,40,1,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,MuffinThief4,UCv7vzl-Mw8woe4X_g8coPNA,1,85,0,0,108,33,0,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,MunchEra,UCYUlPaBXuuNozI9_WAzq5cw,1,5676,59,1,189,30,60,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Muscle cat,UCgJApeu_WFKqnshppRnsOUQ,2,100567,650,35,132000,107,685,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,My Comfort Kitchen,UCNWHnR4Evv_mcyBPUbcz7qA,1,22726,390,0,355,13,390,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Mysticabi,UCYyZ7FFYnTGsOvrwskWHfEw,1,1251,15,0,0,4,15,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,Müni,UCQwAHS0CAyukddWs_swGN4Q,2,43717,794,6,1120,53,800,2025-09-16T08:48:28Z
2025-08-29,2025-09-04,buldak,N'aber Al?,UCPI_f63VouT-8BTWhhdlaDw,1,798,9,0,22,112,9,2025-09-16T08:48:28Z
