week_start,bibigo,buldak,chamisul,chum churum,jin ramen,nongshim,pulmuone,samyang,shin ramen,shin ramyun
2025-08-01,117632.0,33175797.0,14.0,450.0,163462.0,3534862.0,1699.0,4862928.0,438152.0,637082.0
2025-08-08,577304.0,37781952.0,1589.0,161.0,120102.0,2753784.0,0.0,10193656.0,2016660.0,303096.0
2025-08-15,58039.0,12199931.0,158.0,0.0,125182.0,8272457.0,16177.0,4955709.0,932373.0,1553711.0
2025-08-22,23040.0,17136181.0,126.0,0.0,71453.0,4108397.0,0.0,8122394.0,2625354.0,1419921.0
